x,y
0.92,0.017
0.92,0.025
0.92,0.023
0.921,0.027
0.921,0.027
0.921,0.028
0.921,0.028
0.922,0.025
0.922,0.027
0.922,0.023
0.922,0.025
0.923,0.015
0.923,0.015
0.923,0.002
0.923,0.002
0.924,-0.005
0.924,-0.003
0.924,0
0.924,0.002
0.925,0.008
0.925,0.008
0.925,0.012
0.925,0.01
0.926,0
0.926,0
0.926,-0.007
0.926,-0.008
0.927,-0.012
0.927,-0.01
0.927,-0.007
0.927,-0.008
0.928,-0.005
0.928,-0.005
0.928,-0.007
0.928,-0.003
0.929,0.005
0.929,0.007
0.929,0.018
0.929,0.02
0.93,0.037
0.93,0.038
0.93,0.063
0.93,0.065
0.931,0.107
0.931,0.11
0.931,0.145
0.931,0.152
0.932,0.1
0.932,0.113
0.932,0.323
0.932,0.168
0.933,0.033
0.933,0.042
0.933,-0.193
0.933,-0.217
0.934,-0.153
0.934,-0.148
0.934,-0.073
0.934,-0.072
0.935,-0.052
0.935,-0.052
0.935,-0.043
0.935,-0.043
0.936,-0.035
0.936,-0.038
0.936,-0.032
0.936,-0.032
0.937,-0.035
0.937,-0.033
0.937,-0.037
0.938,-0.035
0.938,-0.028
0.938,-0.028
0.938,-0.018
0.939,-0.017
0.939,-0.003
0.939,-0.003
0.939,0.007
0.94,0.008
0.94,0.012
0.94,0.01
0.94,0.003
0.941,0.003
0.941,0
0.941,0.003
0.941,0.01
0.942,0.01
0.942,0.017
0.942,0.017
0.942,0.012
0.943,0.012
0.943,0.008
0.943,0.008
0.943,0.003
0.944,0.003
0.944,-0.002
0.944,-0.002
0.944,-0.01
0.945,-0.012
0.945,-0.015
0.945,-0.015
0.945,-0.013
0.946,-0.013
0.946,-0.012
0.946,-0.013
0.946,-0.018
0.947,-0.018
0.947,-0.017
0.947,-0.017
0.947,-0.012
0.948,-0.012
0.948,-0.008
0.948,-0.01
0.948,-0.008
0.949,-0.01
0.949,-0.008
0.949,-0.008
0.949,-0.003
0.95,-0.003
0.95,0.002
0.95,0
0.95,0.005
0.951,0.005
0.951,0
0.951,-0.002
0.951,-0.053
0.952,-0.055
0.952,-0.133
0.952,-0.138
0.952,-0.105
0.953,-0.1
0.953,0.002
0.953,0.005
0.953,0.075
0.954,0.083
0.954,0.072
0.954,0.07
0.954,0.042
0.955,0.042
0.955,0.025
0.955,0.025
0.955,0.018
0.956,0.018
0.956,0.01
0.956,0.008
0.956,-0.002
0.957,-0.002
0.957,-0.012
0.957,-0.012
0.957,-0.005
0.958,-0.005
0.958,0.018
0.958,0.02
0.958,0.037
0.959,0.037
0.959,0.03
0.959,0.028
0.959,0.017
0.96,0.017
0.96,-0.008
0.96,-0.012
0.96,-0.042
0.961,-0.043
0.961,-0.062
0.961,-0.063
0.961,-0.057
0.962,-0.055
0.962,-0.045
0.962,-0.045
0.962,-0.035
0.963,-0.035
0.963,-0.033
0.963,-0.035
0.963,-0.033
0.964,-0.033
0.964,-0.032
0.964,-0.033
0.964,-0.04
0.965,-0.038
0.965,-0.043
0.965,-0.045
0.965,-0.038
0.966,-0.037
0.966,-0.052
0.966,-0.055
0.966,-0.113
0.967,-0.108
0.967,-0.053
0.967,-0.048
0.967,0.027
0.968,0.028
0.968,0.043
0.968,0.042
0.968,0.035
0.969,0.033
0.969,0.025
0.969,0.025
0.969,0.022
0.97,0.023
0.97,0.017
0.97,0.018
0.97,0.012
0.971,0.012
0.971,0.005
0.971,0.003
0.971,0
0.972,0
0.972,-0.008
0.972,-0.008
0.972,-0.013
0.973,-0.015
0.973,-0.02
0.973,-0.018
0.973,-0.025
0.974,-0.025
0.974,-0.027
0.974,-0.025
0.974,-0.028
0.975,-0.028
0.975,-0.035
0.975,-0.035
0.975,-0.038
0.976,-0.037
0.976,-0.038
0.976,-0.038
0.976,-0.037
0.977,-0.037
0.977,-0.028
0.977,-0.028
0.977,-0.018
0.978,-0.018
0.978,-0.007
0.978,-0.007
0.978,0
0.979,-0.002
0.979,-0.007
0.979,-0.007
0.979,-0.005
0.98,-0.007
0.98,-0.012
0.98,-0.01
0.98,-0.012
0.981,-0.01
0.981,-0.015
0.981,-0.015
0.981,-0.023
0.982,-0.023
0.982,-0.033
0.982,-0.033
0.982,-0.037
0.983,-0.037
0.983,-0.038
0.983,-0.037
0.983,-0.03
0.984,-0.032
0.984,-0.025
0.984,-0.025
0.984,-0.022
0.985,-0.023
0.985,-0.017
0.985,-0.018
0.985,-0.015
0.986,-0.017
0.986,-0.012
0.986,-0.012
0.986,-0.005
0.987,-0.005
0.987,-0.002
0.987,-0.002
0.987,-0.018
0.988,-0.02
0.988,-0.057
0.988,-0.067
0.988,-0.038
0.989,-0.035
0.989,0.052
0.989,0.055
0.989,0.067
0.99,0.062
0.99,0.043
0.99,0.043
0.99,0.028
0.991,0.028
0.991,0.007
0.991,0.007
0.991,-0.002
0.992,-0.003
0.992,-0.012
0.992,-0.015
0.992,-0.01
0.993,-0.01
0.993,0
0.993,0
0.993,0.01
0.994,0.01
0.994,0.028
0.994,0.03
0.994,0.05
0.995,0.05
0.995,0.087
0.995,0.088
0.995,0.153
0.996,0.157
0.996,0.217
0.996,0.215
0.996,-0.043
0.997,-0.05
0.997,-0.1
0.997,-0.088
0.997,-0.04
0.998,-0.033
0.998,0.07
0.998,0.073
0.998,0.095
0.999,0.09
0.999,0.045
0.999,0.042
0.999,-0.017
1,-0.018
1,-0.062
1,-0.063
1,-0.078
1,0.1
1.001,-0.08
1.001,-0.087
1.001,-0.085
1.002,-0.082
1.002,-0.082
1.002,-0.087
1.002,-0.088
1.002,-0.092
1.003,-0.09
1.003,-0.088
1.003,-0.088
1.004,-0.072
1.004,-0.07
1.004,-0.048
1.004,-0.048
1.004,-0.037
1.005,-0.037
1.005,-0.04
1.005,-0.04
1.006,-0.038
1.006,-0.038
1.006,-0.032
1.006,-0.03
1.006,-0.022
1.007,-0.022
1.007,-0.013
1.007,-0.013
1.008,-0.005
1.008,-0.003
1.008,0.008
1.008,0.008
1.008,0.02
1.009,0.02
1.009,0.033
1.009,0.033
1.01,0.042
1.01,0.04
1.01,0.023
1.01,0.023
1.01,-0.007
1.011,-0.007
1.011,-0.023
1.011,-0.027
1.012,-0.022
1.012,-0.02
1.012,0
1.012,0
1.012,0.017
1.013,0.017
1.013,0.033
1.013,0.035
1.014,0.068
1.014,0.068
1.014,0.095
1.014,0.092
1.014,0.04
1.015,0.16
1.015,-0.005
1.015,-0.027
1.016,0.172
1.016,0.127
1.016,-0.148
1.016,-0.135
1.016,-0.193
1.017,-0.143
1.017,-0.068
1.017,-0.067
1.018,-0.042
1.018,-0.04
1.018,-0.033
1.018,-0.033
1.018,-0.03
1.019,-0.032
1.019,-0.027
1.019,-0.028
1.02,-0.023
1.02,-0.023
1.02,-0.02
1.02,-0.022
1.02,-0.015
1.021,-0.017
1.021,-0.013
1.021,-0.015
1.022,-0.012
1.022,-0.013
1.022,-0.012
1.022,-0.012
1.022,-0.01
1.023,-0.008
1.023,-0.012
1.023,-0.01
1.024,-0.005
1.024,-0.007
1.024,-0.002
1.024,-0.003
1.024,0.002
1.025,0.002
1.025,0.01
1.025,0.012
1.026,0.02
1.026,0.02
1.026,0.025
1.026,0.025
1.026,0.022
1.027,0.022
1.027,0.007
1.027,0.007
1.028,-0.002
1.028,-0.003
1.028,0
1.028,-0.002
1.028,-0.005
1.029,-0.005
1.029,-0.008
1.029,-0.007
1.03,-0.008
1.03,-0.007
1.03,-0.012
1.03,-0.012
1.03,-0.005
1.031,-0.005
1.031,0.005
1.031,0.005
1.032,0.01
1.032,0.007
1.032,-0.027
1.032,-0.03
1.032,-0.088
1.033,-0.092
1.033,-0.068
1.033,-0.065
1.034,0.045
1.034,0.048
1.034,0.145
1.034,0.148
1.034,0.202
1.035,0.205
1.035,0.02
1.035,0.01
1.036,0.023
1.036,0.023
1.036,0.043
1.036,0.043
1.036,0.05
1.037,0.05
1.037,0.045
1.037,0.045
1.038,0.038
1.038,0.038
1.038,0.037
1.038,0.037
1.038,0.033
1.039,0.033
1.039,0.037
1.039,0.035
1.04,0.033
1.04,0.033
1.04,0.03
1.04,0.03
1.04,0.027
1.041,0.028
1.041,0.022
1.041,0.025
1.042,0.02
1.042,0.022
1.042,0.015
1.042,0.017
1.042,0.012
1.043,0.015
1.043,0.01
1.043,0.01
1.044,0.007
1.044,0.01
1.044,0.007
1.044,0.007
1.044,0.003
1.045,0.003
1.045,0.002
1.045,0.003
1.046,0.002
1.046,0.002
1.046,-0.002
1.046,0.002
1.046,0
1.047,0.002
1.047,-0.002
1.047,0
1.048,-0.01
1.048,-0.01
1.048,-0.02
1.048,-0.02
1.048,-0.023
1.049,-0.022
1.049,-0.015
1.049,-0.015
1.05,0
1.05,0.002
1.05,0.027
1.05,0.028
1.05,0.037
1.051,0.038
1.051,0.042
1.051,0.042
1.052,0.038
1.052,0.04
1.052,0.033
1.052,0.035
1.052,0.032
1.053,0.033
1.053,0.028
1.053,0.028
1.054,0.025
1.054,0.027
1.054,0.022
1.054,0.022
1.054,0.025
1.055,0.025
1.055,0.028
1.055,0.028
1.056,0.027
1.056,0.027
1.056,0.028
1.056,0.028
1.056,0.027
1.057,0.027
1.057,0.017
1.057,0.017
1.058,0.008
1.058,0.007
1.058,-0.007
1.058,-0.007
1.058,-0.018
1.059,-0.02
1.059,-0.028
1.059,-0.03
1.06,-0.033
1.06,-0.033
1.06,-0.037
1.06,-0.035
1.06,-0.03
1.061,-0.03
1.061,-0.027
1.061,-0.027
1.062,-0.023
1.062,-0.025
1.062,-0.022
1.062,-0.023
1.062,-0.02
1.063,-0.022
1.063,-0.018
1.063,-0.02
1.063,-0.025
1.064,-0.025
1.064,-0.033
1.064,-0.032
1.065,-0.035
1.065,-0.032
1.065,-0.03
1.065,-0.03
1.065,-0.023
1.066,-0.025
1.066,-0.028
1.066,-0.03
1.067,-0.027
1.067,-0.028
1.067,-0.023
1.067,-0.025
1.067,-0.02
1.068,-0.02
1.068,-0.017
1.068,-0.018
1.069,-0.017
1.069,-0.02
1.069,-0.025
1.069,-0.025
1.069,-0.028
1.07,-0.027
1.07,-0.023
1.07,-0.025
1.071,-0.018
1.071,-0.018
1.071,-0.012
1.071,-0.012
1.071,-0.01
1.072,-0.012
1.072,-0.005
1.072,-0.008
1.073,-0.005
1.073,-0.008
1.073,-0.005
1.073,-0.007
1.073,-0.002
1.074,-0.002
1.074,0.002
1.074,0
1.075,-0.002
1.075,0
1.075,-0.005
1.075,-0.005
1.075,-0.008
1.076,-0.008
1.076,-0.013
1.076,-0.013
1.077,-0.012
1.077,-0.012
1.077,-0.015
1.077,-0.013
1.077,-0.017
1.078,-0.017
1.078,-0.022
1.078,-0.022
1.079,-0.028
1.079,-0.028
1.079,-0.032
1.079,-0.03
1.079,-0.027
1.08,-0.028
1.08,-0.027
1.08,-0.027
1.081,-0.023
1.081,-0.025
1.081,-0.028
1.081,-0.028
1.081,-0.033
1.082,-0.032
1.082,-0.03
1.082,-0.03
1.083,-0.035
1.083,-0.035
1.083,-0.043
1.083,-0.043
1.083,-0.058
1.084,-0.058
1.084,-0.067
1.084,-0.062
1.085,-0.073
1.085,-0.077
1.085,-0.137
1.085,-0.135
1.085,-0.068
1.086,-0.065
1.086,-0.017
1.086,-0.017
1.087,-0.012
1.087,-0.01
1.087,0.043
1.087,0.045
1.087,0.055
1.088,0.043
1.088,0.012
1.088,0.012
1.089,0.003
1.089,0.007
1.089,-0.005
1.089,-0.005
1.089,-0.022
1.09,-0.022
1.09,-0.043
1.09,-0.043
1.091,-0.055
1.091,-0.055
1.091,-0.065
1.091,-0.065
1.091,-0.077
1.092,-0.077
1.092,-0.072
1.092,-0.072
1.093,-0.062
1.093,-0.062
1.093,-0.048
1.093,-0.048
1.093,-0.042
1.094,-0.042
1.094,-0.045
1.094,-0.042
1.095,-0.04
1.095,-0.04
1.095,-0.042
1.095,-0.04
1.095,-0.045
1.096,-0.043
1.096,-0.047
1.096,-0.047
1.097,-0.055
1.097,-0.055
1.097,-0.062
1.097,-0.063
1.097,-0.075
1.098,-0.075
1.098,-0.083
1.098,-0.083
1.099,-0.08
1.099,-0.08
1.099,-0.073
1.099,-0.073
1.099,-0.07
1.1,-0.07
1.1,-0.06
1.1,-0.06
1.101,-0.043
1.101,-0.042
1.101,-0.018
1.101,-0.018
1.101,0.002
1.102,0.005
1.102,-0.002
1.102,-0.002
1.103,0
1.103,0
1.103,-0.007
1.103,-0.007
1.103,-0.017
1.104,-0.017
1.104,-0.04
1.104,-0.04
1.105,-0.048
1.105,-0.048
1.105,-0.04
1.105,-0.04
1.105,-0.022
1.106,-0.022
1.106,-0.007
1.106,-0.007
1.107,0.008
1.107,0.008
1.107,0.035
1.107,0.037
1.107,0.063
1.108,0.065
1.108,0.002
1.108,-0.028
1.109,0.175
1.109,0.178
1.109,-0.002
1.109,0.228
1.109,-0.157
1.11,-0.152
1.11,-0.232
1.11,-0.223
1.111,-0.118
1.111,-0.115
1.111,-0.052
1.111,-0.05
1.111,-0.02
1.112,-0.017
1.112,-0.023
1.112,-0.023
1.113,-0.048
1.113,-0.048
1.113,-0.07
1.113,-0.07
1.113,-0.08
1.114,-0.073
1.114,-0.052
1.114,-0.05
1.115,-0.032
1.115,-0.032
1.115,-0.022
1.115,-0.022
1.115,-0.062
1.116,-0.065
1.116,-0.138
1.116,-0.142
1.117,-0.117
1.117,-0.113
1.117,0.018
1.117,0.023
1.117,0.133
1.118,0.137
1.118,0.202
1.118,0.192
1.119,0.213
1.119,0.208
1.119,-0.073
1.119,-0.12
1.119,-0.04
1.12,-0.037
1.12,0.018
1.12,0.02
1.121,0.07
1.121,0.078
1.121,0.068
1.121,0.067
1.121,0.017
1.122,0.015
1.122,-0.037
1.122,-0.038
1.123,-0.077
1.123,-0.078
1.123,-0.097
1.123,-0.097
1.123,-0.105
1.124,-0.103
1.124,-0.098
1.124,-0.098
1.125,-0.087
1.125,-0.085
1.125,-0.078
1.125,-0.078
1.125,-0.075
1.126,-0.075
1.126,-0.068
1.126,-0.067
1.127,-0.062
1.127,-0.062
1.127,-0.05
1.127,-0.05
1.127,-0.043
1.128,-0.045
1.128,-0.05
1.128,-0.052
1.129,-0.067
1.129,-0.068
1.129,-0.073
1.129,-0.073
1.129,-0.077
1.13,-0.077
1.13,-0.08
1.13,-0.078
1.131,-0.068
1.131,-0.068
1.131,-0.058
1.131,-0.058
1.131,-0.05
1.132,-0.05
1.132,-0.042
1.132,-0.042
1.133,-0.033
1.133,-0.033
1.133,-0.023
1.133,-0.023
1.133,-0.013
1.134,-0.013
1.134,-0.005
1.134,-0.005
1.135,0.007
1.135,0.007
1.135,0.013
1.135,0.015
1.135,0.047
1.136,0.05
1.136,0.113
1.136,0.108
1.137,-0.075
1.137,-0.072
1.137,-0.033
1.137,-0.03
1.137,-0.002
1.138,0
1.138,0.018
1.138,0.017
1.139,0.02
1.139,0.02
1.139,0.017
1.139,0.015
1.139,0.003
1.14,0.003
1.14,-0.003
1.14,-0.002
1.141,-0.007
1.141,-0.005
1.141,0
1.141,0
1.141,0.022
1.142,0.023
1.142,0.017
1.142,0.015
1.143,0.005
1.143,0.003
1.143,-0.012
1.143,-0.013
1.143,-0.023
1.144,-0.025
1.144,-0.032
1.144,-0.032
1.145,-0.033
1.145,-0.033
1.145,-0.032
1.145,-0.032
1.145,-0.035
1.146,-0.032
1.146,-0.035
1.146,-0.033
1.147,-0.035
1.147,-0.033
1.147,-0.028
1.147,-0.028
1.147,-0.017
1.148,-0.017
1.148,-0.007
1.148,-0.005
1.149,0.003
1.149,0.005
1.149,0.002
1.149,0.002
1.149,-0.005
1.15,-0.003
1.15,-0.005
1.15,-0.003
1.151,0.002
1.151,0
1.151,0.005
1.151,0.003
1.151,0.007
1.152,0.003
1.152,0.007
1.152,0.002
1.153,0.005
1.153,0.003
1.153,0.008
1.153,0.005
1.153,0.008
1.154,0.005
1.154,0.008
1.154,0.005
1.155,0.007
1.155,0.005
1.155,0.003
1.155,0.003
1.155,-0.003
1.156,-0.003
1.156,-0.012
1.156,-0.01
1.157,-0.015
1.157,-0.013
1.157,-0.022
1.157,-0.02
1.157,-0.025
1.158,-0.023
1.158,-0.027
1.158,-0.027
1.159,-0.032
1.159,-0.032
1.159,-0.037
1.159,-0.037
1.159,-0.032
1.16,-0.032
1.16,-0.027
1.16,-0.028
1.161,-0.023
1.161,-0.023
1.161,-0.015
1.161,-0.018
1.161,-0.013
1.162,-0.015
1.162,-0.012
1.162,-0.013
1.163,-0.008
1.163,-0.008
1.163,-0.012
1.163,-0.012
1.163,-0.015
1.164,-0.012
1.164,-0.018
1.164,-0.018
1.165,-0.02
1.165,-0.022
1.165,-0.027
1.165,-0.025
1.165,-0.03
1.166,-0.03
1.166,-0.035
1.166,-0.037
1.167,-0.033
1.167,-0.035
1.167,-0.033
1.167,-0.033
1.167,-0.037
1.168,-0.035
1.168,-0.038
1.168,-0.038
1.169,-0.042
1.169,-0.042
1.169,-0.043
1.169,-0.043
1.169,-0.042
1.17,-0.042
1.17,-0.038
1.17,-0.038
1.171,-0.035
1.171,-0.037
1.171,-0.038
1.171,-0.038
1.171,-0.043
1.172,-0.043
1.172,-0.047
1.172,-0.047
1.173,-0.043
1.173,-0.047
1.173,-0.043
1.173,-0.045
1.173,-0.042
1.174,-0.04
1.174,-0.042
1.174,-0.04
1.175,-0.038
1.175,-0.038
1.175,-0.043
1.175,-0.04
1.175,-0.043
1.176,-0.043
1.176,-0.045
1.176,-0.043
1.177,-0.042
1.177,-0.042
1.177,-0.032
1.177,-0.032
1.177,-0.023
1.178,-0.027
1.178,-0.023
1.178,-0.022
1.179,-0.025
1.179,-0.025
1.179,-0.033
1.179,-0.035
1.179,-0.042
1.18,-0.04
1.18,-0.045
1.18,-0.045
1.181,-0.047
1.181,-0.048
1.181,-0.043
1.181,-0.042
1.181,-0.048
1.182,-0.048
1.182,-0.067
1.182,-0.068
1.183,-0.108
1.183,-0.108
1.183,-0.12
1.183,-0.11
1.183,-0.02
1.184,-0.015
1.184,0.022
1.184,0.022
1.185,0.005
1.185,0
1.185,0.007
1.185,0.007
1.185,0.015
1.186,0.013
1.186,0.017
1.186,0.017
1.187,0.022
1.187,0.018
1.187,0.017
1.187,0.018
1.188,0.023
1.188,0.025
1.188,0.028
1.188,0.028
1.188,0.032
1.189,0.032
1.189,0.025
1.189,0.025
1.19,0.018
1.19,0.017
1.19,0.005
1.19,0.005
1.19,-0.007
1.191,-0.008
1.191,-0.017
1.191,-0.017
1.192,-0.018
1.192,-0.018
1.192,-0.008
1.192,-0.008
1.192,0.002
1.193,0.002
1.193,0.005
1.193,0.003
1.194,0.007
1.194,0.007
1.194,0.013
1.194,0.013
1.194,0.025
1.195,0.025
1.195,0.037
1.195,0.038
1.196,0.055
1.196,0.057
1.196,0.085
1.196,0.085
1.196,0.115
1.197,0.133
1.197,0.072
1.197,0.055
1.198,0.287
1.198,0.022
1.198,0.215
1.198,0.328
1.198,-0.148
1.199,-0.132
1.199,-0.218
1.199,-0.21
1.2,-0.118
1.2,-0.117
1.2,-0.073
1.2,-0.073
1.2,-0.068
1.201,-0.068
1.201,-0.055
1.201,-0.055
1.202,-0.088
1.202,-0.092
1.202,-0.145
1.202,-0.133
1.202,-0.018
1.203,-0.015
1.203,0.073
1.203,0.075
1.204,0.092
1.204,0.092
1.204,0.087
1.204,0.087
1.204,0.067
1.205,0.067
1.205,0.042
1.205,0.04
1.206,-0.027
1.206,-0.032
1.206,-0.102
1.206,-0.102
1.206,-0.028
1.207,-0.023
1.207,0.067
1.207,0.07
1.208,0.128
1.208,0.13
1.208,0.117
1.208,0.117
1.208,0.09
1.209,0.088
1.209,0.068
1.209,0.068
1.21,0.072
1.21,0.072
1.21,0.077
1.21,0.078
1.21,0.075
1.211,0.077
1.211,0.068
1.211,0.068
1.212,0.05
1.212,0.048
1.212,0.035
1.212,0.033
1.212,0.027
1.213,0.027
1.213,0.033
1.213,0.033
1.214,0.042
1.214,0.043
1.214,0.048
1.214,0.05
1.214,0.052
1.215,0.052
1.215,0.047
1.215,0.048
1.216,0.052
1.216,0.05
1.216,0.057
1.216,0.057
1.216,0.068
1.217,0.067
1.217,0.072
1.217,0.072
1.218,0.065
1.218,0.065
1.218,0.058
1.218,0.058
1.218,0.06
1.219,0.06
1.219,0.063
1.219,0.063
1.22,0.062
1.22,0.063
1.22,0.062
1.22,0.062
1.22,0.063
1.221,0.065
1.221,0.062
1.221,0.063
1.222,0.06
1.222,0.062
1.222,0.065
1.222,0.065
1.222,0.068
1.223,0.068
1.223,0.065
1.223,0.063
1.224,0.058
1.224,0.058
1.224,0.052
1.224,0.053
1.224,0.05
1.225,0.05
1.225,0.048
1.225,0.047
1.226,0.048
1.226,0.048
1.226,0.045
1.226,0.048
1.226,0.052
1.227,0.052
1.227,0.055
1.227,0.055
1.228,0.053
1.228,0.052
1.228,0.055
1.228,0.055
1.228,0.052
1.229,0.053
1.229,0.05
1.229,0.052
1.23,0.045
1.23,0.045
1.23,0.035
1.23,0.035
1.23,0.03
1.231,0.028
1.231,0.03
1.231,0.028
1.232,0.032
1.232,0.032
1.232,0.03
1.232,0.03
1.232,0.033
1.233,0.035
1.233,0.032
1.233,0.032
1.234,0.037
1.234,0.033
1.234,0.038
1.234,0.038
1.234,0.04
1.235,0.038
1.235,0.033
1.235,0.032
1.236,0.043
1.236,0.045
1.236,0.095
1.236,0.098
1.236,0.138
1.237,0.092
1.237,-0.072
1.237,-0.067
1.238,-0.033
1.238,-0.032
1.238,-0.005
1.238,-0.005
1.238,0.02
1.239,0.022
1.239,0.055
1.239,0.057
1.24,0.113
1.24,0.115
1.24,0.202
1.24,0.195
1.24,0.248
1.241,0.242
1.241,0.017
1.241,0.022
1.242,0.162
1.242,0.143
1.242,0.175
1.242,0.18
1.242,0.227
1.243,0.228
1.243,0.2
1.243,0.197
1.244,0.113
1.244,0.11
1.244,0.02
1.244,0.017
1.244,-0.053
1.245,-0.055
1.245,-0.092
1.245,-0.093
1.246,-0.112
1.246,-0.113
1.246,-0.118
1.246,-0.12
1.246,-0.123
1.247,-0.123
1.247,-0.13
1.247,-0.13
1.248,-0.123
1.248,-0.123
1.248,-0.12
1.248,-0.118
1.248,-0.113
1.249,-0.112
1.249,-0.105
1.249,-0.105
1.25,-0.093
1.25,-0.093
1.25,-0.083
1.25,-0.083
1.25,-0.07
1.251,0.1
1.251,-0.068
1.251,-0.06
1.252,-0.06
1.252,-0.047
1.252,-0.047
1.252,-0.038
1.252,-0.038
1.253,-0.032
1.253,-0.032
1.253,-0.02
1.254,-0.02
1.254,-0.01
1.254,-0.012
1.254,-0.007
1.254,-0.007
1.255,-0.003
1.255,-0.003
1.255,-0.01
1.256,-0.012
1.256,-0.015
1.256,-0.017
1.256,-0.012
1.256,-0.013
1.257,-0.008
1.257,-0.01
1.257,-0.007
1.258,-0.008
1.258,-0.015
1.258,-0.013
1.258,-0.018
1.258,-0.017
1.259,-0.022
1.259,-0.022
1.259,-0.027
1.26,-0.028
1.26,-0.035
1.26,-0.035
1.26,-0.043
1.26,-0.043
1.261,-0.052
1.261,-0.05
1.261,-0.053
1.262,-0.05
1.262,-0.053
1.262,-0.05
1.262,-0.043
1.262,-0.043
1.263,-0.037
1.263,-0.037
1.263,-0.028
1.264,-0.028
1.264,-0.037
1.264,-0.037
1.264,-0.045
1.264,-0.047
1.265,-0.053
1.265,-0.052
1.265,-0.057
1.266,-0.057
1.266,-0.052
1.266,-0.052
1.266,-0.038
1.266,-0.037
1.267,-0.02
1.267,-0.02
1.267,0
1.268,0
1.268,0.005
1.268,0.002
1.268,-0.032
1.268,-0.033
1.269,-0.085
1.269,-0.095
1.269,-0.068
1.27,-0.063
1.27,0.007
1.27,0.013
1.27,0.003
1.27,0.002
1.271,-0.018
1.271,-0.018
1.271,-0.015
1.272,-0.017
1.272,-0.028
1.272,-0.03
1.272,-0.038
1.272,-0.037
1.273,-0.047
1.273,-0.045
1.273,-0.05
1.274,-0.048
1.274,-0.052
1.274,-0.052
1.274,-0.055
1.274,-0.055
1.275,-0.057
1.275,-0.058
1.275,-0.055
1.276,-0.055
1.276,-0.052
1.276,-0.052
1.276,-0.055
1.276,-0.052
1.277,-0.053
1.277,-0.052
1.277,-0.05
1.278,-0.052
1.278,-0.053
1.278,-0.055
1.278,-0.06
1.278,-0.06
1.279,-0.063
1.279,-0.063
1.279,-0.072
1.28,-0.07
1.28,-0.075
1.28,-0.075
1.28,-0.082
1.28,-0.083
1.281,-0.088
1.281,-0.088
1.281,-0.095
1.282,-0.093
1.282,-0.09
1.282,-0.09
1.282,-0.093
1.282,-0.092
1.283,-0.097
1.283,-0.095
1.283,-0.093
1.284,-0.092
1.284,-0.098
1.284,-0.098
1.284,-0.093
1.284,-0.097
1.285,-0.092
1.285,-0.092
1.285,-0.085
1.286,-0.087
1.286,-0.078
1.286,-0.077
1.286,-0.052
1.286,-0.05
1.287,-0.007
1.287,-0.063
1.287,0.133
1.288,0.227
1.288,-0.035
1.288,0.248
1.288,-0.212
1.288,-0.225
1.289,-0.332
1.289,-0.333
1.289,-0.255
1.29,-0.252
1.29,-0.192
1.29,-0.182
1.29,-0.195
1.29,-0.197
1.291,-0.267
1.291,-0.27
1.291,-0.317
1.292,-0.31
1.292,-0.213
1.292,-0.207
1.292,-0.107
1.292,-0.103
1.293,-0.043
1.293,-0.042
1.293,-0.06
1.294,-0.062
1.294,-0.095
1.294,-0.097
1.294,-0.112
1.294,-0.112
1.295,-0.115
1.295,-0.115
1.295,-0.113
1.296,-0.113
1.296,-0.118
1.296,-0.12
1.296,-0.117
1.296,-0.118
1.297,-0.123
1.297,-0.122
1.297,-0.118
1.298,-0.118
1.298,-0.115
1.298,-0.115
1.298,-0.108
1.298,-0.11
1.299,-0.102
1.299,-0.102
1.299,-0.087
1.3,-0.085
1.3,-0.08
1.3,-0.08
1.3,-0.085
1.3,-0.085
1.301,-0.087
1.301,-0.083
1.301,-0.085
1.302,-0.083
1.302,-0.092
1.302,-0.09
1.302,-0.098
1.302,-0.098
1.303,-0.103
1.303,-0.1
1.303,-0.103
1.304,-0.105
1.304,-0.102
1.304,-0.102
1.304,-0.097
1.304,-0.095
1.305,-0.098
1.305,-0.097
1.305,-0.102
1.306,-0.1
1.306,-0.105
1.306,-0.1
1.306,-0.127
1.306,-0.128
1.307,-0.217
1.307,-0.217
1.307,-0.133
1.308,-0.127
1.308,-0.022
1.308,-0.018
1.308,0.007
1.308,0.007
1.309,-0.012
1.309,-0.012
1.309,-0.032
1.31,-0.032
1.31,-0.043
1.31,-0.043
1.31,-0.048
1.31,-0.048
1.311,-0.052
1.311,-0.052
1.311,-0.055
1.312,-0.055
1.312,-0.058
1.312,-0.058
1.312,-0.053
1.312,-0.057
1.313,-0.053
1.313,-0.053
1.313,-0.045
1.313,-0.043
1.314,-0.037
1.314,-0.037
1.314,-0.035
1.315,-0.038
1.315,-0.052
1.315,-0.052
1.315,-0.065
1.315,-0.065
1.316,-0.073
1.316,-0.075
1.316,-0.072
1.317,-0.072
1.317,-0.057
1.317,-0.057
1.317,-0.04
1.317,-0.038
1.318,-0.02
1.318,-0.018
1.318,-0.005
1.319,-0.005
1.319,0.002
1.319,0
1.319,0.003
1.319,0.002
1.32,0.005
1.32,0.003
1.32,0.012
1.321,0.013
1.321,0.025
1.321,0.022
1.321,0.025
1.321,0.022
1.322,0.012
1.322,0.01
1.322,-0.007
1.323,-0.008
1.323,-0.02
1.323,-0.02
1.323,-0.028
1.323,-0.028
1.324,-0.023
1.324,-0.023
1.324,-0.017
1.325,-0.015
1.325,-0.012
1.325,-0.01
1.325,0.005
1.325,0.005
1.326,0.017
1.326,0.018
1.326,0.022
1.327,0.022
1.327,0.02
